,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
832,nymtp,new,york,mortgage,trust,inc,real,estate,investment,reit,company,engaged,business,acquiring,investing,financing,managing,primarily,related,assets,financial,portfolio,includes,residential,loans,including,second,mortgages,sourced,distressed,markets,non,agency,backed,securities,rmbs,multi,family,commercial,preferred,equity,joint,venture,investments,mezzanine,owners,properties,debt,issued,entities,invest,may,acquire,manage,various,types,without,limitation,collateralized,obligations,newly,originated,securitizations,credit,sensitive,,,,,,,,,,,,,,,,,,,,,,,,,,
833,nymt,new,york,mortgage,trust,inc,real,estate,investment,reit,company,engaged,business,acquiring,investing,financing,managing,primarily,related,assets,financial,portfolio,includes,residential,loans,including,second,mortgages,sourced,distressed,markets,non,agency,backed,securities,rmbs,multi,family,commercial,preferred,equity,joint,venture,investments,mezzanine,owners,properties,debt,issued,entities,invest,may,acquire,manage,various,types,without,limitation,collateralized,obligations,newly,originated,securitizations,credit,sensitive,,,,,,,,,,,,,,,,,,,,,,,,,,
834,nyny,empire,resorts,inc,holding,company,various,subsidiaries,engaged,hospitality,gaming,industries,wholly,owned,subsidiary,montreign,operating,llc,owns,operates,world,catskills,casino,resort,located,approximately,acre,site,four,season,destination,sullivan,county,new,york,miles,city,monticello,raceway,management,mrmi,square,foot,video,machine,vgm,harness,horseracing,facility,includes,operations,december,operated,vgms,included,lottery,terminals,vlts,electronic,table,game,positions,etgs,include,games,roulette,blackjack,three,card,poker,,,,,,,,,,,,,,,,,,,,,
835,ocfc,oceanfirst,financial,corp,holding,company,bank,savings,loan,principal,business,attracting,retail,deposits,communities,surrounding,branch,offices,investing,primarily,loans,consisting,single,family,owner,occupied,residential,mortgage,commercial,real,estate,also,invests,types,including,construction,consumer,addition,backed,securities,mbs,issued,united,states,government,agencies,thereof,corporate,investments,originates,home,equity,typically,fixed,rate,terms,ranging,years,offers,variable,lines,credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,ocul,ocular,therapeutix,inc,biopharmaceutical,company,focused,development,manufacturing,commercialization,therapies,diseases,conditions,eye,using,proprietary,hydrogel,platform,technology,lead,product,candidate,dextenza,dexamethasone,insert,intracanalicular,use,completed,phase,iii,clinical,treatment,pain,inflammation,following,ophthalmic,surgery,otx,tp,travoprost,glaucoma,hypertension,earlier,stage,assets,include,tic,sustained,release,intracameral,injection,moderate,severe,well,intravitreal,injections,retinal,tki,tyrosine,kinase,inhibitor,collaboration,regeneron,extended,protein,based,anti,vascular,endothelial,growth,factor,trap,,,,,,,,,,,,,,,,,,,
837,odfl,old,dominion,freight,line,inc,union,free,motor,carrier,providing,regional,inter,national,less,truckload,ltl,services,company,include,ground,air,expedited,transportation,time,sensitive,shipments,consumer,household,pickup,delivery,throughout,north,america,addition,offers,range,value,added,container,drayage,brokerage,supply,chain,consulting,warehousing,december,operated,service,center,locations,owned,leased,network,included,breakbulk,facilities,located,rialto,california,atlanta,georgia,columbus,ohio,indianapolis,indiana,greensboro,carolina,harrisburg,pennsylvania,memphis,morristown,tennessee,dallas,texas,salt,lake,city,utah,tractors,,,,,,,,,,,
838,ohai,oha,investment,corporation,specialty,finance,company,focuses,primarily,providing,direct,lending,solutions,middle,market,private,companies,across,industry,sectors,portfolio,includes,debt,securities,investments,upstream,exploration,production,engaged,acquisition,development,oil,natural,gas,properties,along,gulf,coast,state,federal,waters,mexico,permian,basin,mid,continent,rocky,mountain,areas,externally,managed,closed,end,non,diversified,management,invests,senior,junior,secured,unsecured,subordinated,loans,preferred,stock,united,states,public,may,also,invest,equity,distressed,assets,advisor,oak,hill,advisors,l,p,,,,,,,,,,,
839,ofs,capital,corporation,externally,managed,closed,end,non,diversified,management,investment,company,objective,provide,shareholders,current,income,appreciation,primarily,debt,investments,equity,focuses,middle,market,companies,united,states,including,senior,secured,loans,first,lien,second,unitranche,well,subordinated,warrants,minority,securities,may,make,directly,sbic,lp,subsidiary,advisor,professionals,expertise,mezzanine,lesser,extent,activities,llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,oflx,omega,flex,inc,manufacturer,flexible,metal,hose,company,engaged,range,different,markets,including,construction,manufacturing,transportation,petrochemical,pharmaceutical,industries,operates,manufacture,sale,accessories,segment,products,concentrated,residential,commercial,general,industrial,primary,product,gas,piping,used,within,buildings,tracpipe,counterstrike,along,fittings,distributed,autosnap,autoflare,names,manufactured,exton,pennsylvania,facilities,united,states,banbury,oxfordshire,kingdom,sales,across,generated,independent,outside,organizations,representatives,wholesalers,distributors,combination,,,,,,,,,,,,,,,,,,,,,,,,,,
841,odp,office,depot,inc,provides,selection,products,services,consumers,businesses,various,sizes,company,segments,include,north,american,retail,division,business,solutions,includes,stores,united,states,including,puerto,rico,virgin,islands,offer,supplies,technology,machines,related,facilities,furniture,sells,supply,throughout,america,canada,operates,officemax,brands,utilizes,product,brand,names,grand,amp,toy,offers,labels,foray,ativa,tul,realspace,workpro,brenton,studio,highmark,viking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,olbk,old,line,bancshares,inc,holding,company,bank,chartered,trust,engaged,commercial,banking,business,making,various,types,loans,investments,accepting,deposits,markets,financial,services,small,medium,sized,businesses,entrepreneurs,professionals,consumers,clients,division,provides,retirement,planning,products,well,investment,including,management,estate,succession,allows,customers,directly,purchase,individual,stocks,bonds,mutual,funds,offers,safe,deposit,boxes,wire,transfer,debit,cards,prepaid,automated,teller,machines,branch,locations,credit,third,party,processor,,,,,,,,,,,,,,,,,,,,,
843,omab,grupo,aeroportuario,del,centro,norte,b,de,c,v,holding,company,subsidiaries,holds,concessions,operate,maintain,develop,airports,mexico,segments,include,metropolitan,tourist,regional,border,hotel,also,engages,various,commercial,diversification,activities,conducted,leasing,space,restaurants,retailers,operation,parking,facilities,nh,terminal,hilton,garden,inn,monterrey,airport,serve,area,approximately,three,destinations,acapulco,mazatlan,zihuatanejo,seven,centers,chihuahua,culiacan,durango,san,luis,potosi,tampico,torreon,zacatecas,two,cities,ciudad,juarez,reynosa,,,,,,,,,,,,,,,,,,,
844,oled,universal,display,corporation,engaged,research,development,commercialization,organic,light,emitting,diode,technologies,materials,use,solid,state,lighting,applications,company,also,supplies,manufacturers,displays,products,evaluation,product,pre,commercial,activities,provides,technical,assistance,support,produced,sold,phosphorescent,emitter,produce,red,yellow,green,blue,combined,various,ways,markets,developed,host,emissive,layer,supplier,oleds,utilize,specialized,device,structures,allow,emit,process,known,phosphorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,omcl,omnicell,inc,provides,automation,business,analytics,software,solutions,patient,centric,medication,supply,management,across,entire,healthcare,continuum,acute,care,hospital,setting,post,skilled,nursing,long,term,facilities,home,operates,two,segments,adherence,segment,engaged,design,manufacturing,selling,servicing,dispensing,systems,pharmacy,inventory,related,includes,development,consumable,blister,cards,packaging,equipment,synchronization,platform,ancillary,products,services,used,manage,administration,outside,include,sold,brand,name,mts,surgichem,suremed,,,,,,,,,,,,,,,,,,,,,,,,
846,omex,odyssey,marine,exploration,inc,deep,ocean,company,techniques,applied,mineral,shipwreck,cargo,recovery,survey,charter,services,engaged,discovering,sites,conducting,archaeological,excavations,remotely,operated,vehicles,rovs,discoveries,include,ss,republic,hms,victory,black,swan,la,marquise,de,tourny,unidentified,shipwrecks,offers,including,geophysical,geotechnical,assessments,seabed,deposits,companies,subsidiaries,holds,equity,position,resource,development,partner,evaluates,explores,various,types,phosphorites,polymetallic,nodules,seafloor,massive,sulfides,third,party,,,,,,,,,,,,,,,,,,,,,,,
847,oncy,oncolytics,biotech,inc,development,stage,company,focused,reolysin,cancer,therapeutic,clinical,program,made,registration,includes,muscle,invasive,bladder,glioma,six,randomized,phase,ii,trials,approximately,investigative,focuses,two,indications,including,neoadjuvant,treatment,glioblastoma,conducted,single,arm,united,states,non,small,cell,lung,nsclc,trial,pancreatic,also,engaged,conducting,ib,chemotherapy,combination,pembrolizumab,checkpoint,inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,onb,old,national,bancorp,financial,holding,company,banking,subsidiary,provides,range,services,including,commercial,consumer,loan,depository,private,brokerage,trust,investment,advisory,traditional,focuses,community,segment,operates,bank,december,operated,approximately,centers,located,indiana,kentucky,michigan,wisconsin,leased,unaffiliated,third,parties,branches,provide,group,similar,products,real,estate,loans,time,deposits,checking,savings,accounts,cash,management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,opof,old,point,financial,corporation,holding,company,conducts,operations,two,subsidiaries,national,bank,phoebus,trust,amp,services,n,operates,three,principal,business,segments,parent,independent,community,approximately,branch,offices,serving,hampton,roads,localities,newport,news,norfolk,virginia,beach,chesapeake,williamsburg,james,city,county,york,isle,wight,offers,complete,line,consumer,mortgage,banking,including,loan,deposit,cash,management,range,products,retail,commercial,customers,nationally,chartered,wealth,provider,,,,,,,,,,,,,,,,,,,,,,,,,
850,opb,opus,bank,commercial,company,provides,banking,products,services,solutions,clients,retail,merchant,correspondent,consists,business,healthcare,technology,fiduciary,institutional,syndications,real,estate,creb,includes,income,property,structured,finance,group,capital,markets,offers,transaction,support,debt,equity,entrepreneurs,small,mid,sized,middle,market,companies,investors,professional,high,net,worth,individuals,loan,depository,financial,institutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,orbc,orbcomm,inc,provider,internet,things,iot,solutions,including,network,connectivity,devices,device,management,web,reporting,applications,company,products,services,designed,track,monitor,manage,security,range,assets,trailers,trucks,rail,cars,sea,containers,generators,fluid,tanks,marine,vessels,diesel,electric,powered,gensets,oil,gas,wells,pipeline,monitoring,equipment,irrigation,control,systems,utility,meters,industries,transportation,supply,chain,heavy,fixed,asset,maritime,government,also,provides,automatic,identification,system,ais,data,assist,vessel,navigation,safety,commercial,customers,across,world,using,various,platforms,constellation,low,earth,orbit,leo,satellites,,,,,
852,orly,reilly,automotive,inc,specialty,retailer,aftermarket,parts,tools,supplies,equipment,accessories,united,states,company,sells,products,diy,professional,service,provider,customers,product,line,includes,new,remanufactured,hard,alternators,starters,fuel,pumps,water,brake,system,components,batteries,belts,hoses,temperature,control,chassis,driveline,engine,maintenance,items,oil,antifreeze,fluids,filters,wiper,blades,lighting,additives,appearance,floor,mats,seat,covers,truck,stores,offer,various,services,programs,used,filter,battery,recycling,diagnostic,testing,electrical,module,check,light,code,extraction,loaner,tool,program,custom,hydraulic,machine,shops,,,,,,,
